,id,cmt,giá,dịch_vụ,an_toàn,chất_lượng,ship,other,chính_hãng
2346,15713,sữa a2 oke nhen,0,0,0,0,0,1,0
2347,15712,đầu mua hàng shop . shop đóng_gói kĩ . đầu_tư hẳn thùng xốp . sữa check mã_vạch . shop,0,1,0,0,1,0,1
2348,15711,giao hàng . date chất_lượng ủng_hộ shop,0,0,1,1,1,0,0
2352,15707,gói hàng cẩn_thận định_hủy_đơn mua shop không chấp_nhận mua hàng,0,0,0,0,1,0,0
2353,15706,giao hàng gói cẩn_thận sx 4 vành đế hoen_rỉ . hi_vọng hàng chuẩn,0,0,0,0,1,0,0
2354,15705,ảnh hơi tối trời mưa . giao hàng gói cẩn_thận . date 12 sale rẻ . bé uống mua mua bh kịp hạn,1,0,1,0,1,0,0
2355,15704,"bỉm tốt , chất_lượng , mềm , đóng_gói cẩn_thận , giao hàng .",0,0,0,1,1,0,0
2356,15703,giao hàng chậm !,0,0,0,0,-1,0,0
2357,15702,ko zip miệng túi lo_lắng !,0,0,0,0,0,1,0
2360,15699,giao oke 👍,0,0,0,0,1,0,0
2361,15698,giao hàng uy_tín,0,1,0,0,0,0,0
2362,15697,"sản_phẩm đóng_gói cẩn_thận , mua .",0,0,0,0,1,0,0
2363,15696,sữa đóng_gói cận thận . shop giao hàng . mua,0,0,0,0,1,0,0
2364,15695,date 8 2021 giao hàng đóng_gói ghi hàng vỡ,0,0,1,0,1,0,0
2365,15694,mua shop hài_lòng . shop gói hàng cẩn_thận giao hàng lắm . ủng_hộ shop,0,0,0,1,1,0,0
2366,15693,shop uy_tín !,0,1,0,0,0,0,0
2367,16086,mua r . tính_chất xu . giao hàng siêu,0,0,0,0,1,0,0
2371,16082,"giá_cả rẻ , bé tốt , mua . shop",1,0,0,1,0,0,0
2372,16081,"ưng , tiếp ăn tết_shop_a",0,0,0,0,0,1,0
2373,16080,shop đóng_gói sữa kỹ . giao hàng . hạn_dùng . giá tốt .,1,0,1,0,1,0,0
2374,16079,đóg gói kỹ_càng . giá rẻ . mua . mog yên_tâm chất_lượng,1,0,0,1,1,0,0
2375,16078,váng sữa heinz loại giá . tiền .,0,0,0,0,0,1,0
2376,16077,"shop hàng , gói chống sốc kĩ vỏ hộp méo không . sữa ổn không",0,0,0,0,1,0,0
2377,16076,khách_hàng shop . sữa chuẩn . 6 valing không shop,0,0,0,0,0,0,1
2379,16074,mua thử bé hợp_tác k . trộm_vía bé hợp_tác . ủng_hộ shop dài_dài . sữa đóng_gói kỹ_càng . date . ngàn_sao shop . 🥰,0,0,1,0,1,0,0
2380,16073,mua 3 . rẻ shop . sữa chuẩn hạn,1,0,1,0,0,0,0
2381,16072,hình_ảnh tính_chất xu . mua 2 sữa vẻ hợp bé . hết_mình ủng_hộ tiếp . mong shop có_hạn chút tốt 😬,0,0,-1,1,0,0,0
2382,16071,"sản_phẩm_chất_lượng giao đủ , đóng_gói kĩ_lưỡng ủng_hộ shop tiếp",0,0,0,1,1,0,0
2385,16068,"hàng hài_lòng shop , ủng_hộ shop gói hàng cẩn_thận đẹp , không rách hàng .",0,0,0,0,1,0,0
2386,16067,giao hàng,0,0,0,0,1,0,0
2387,16066,giao hàng . ship nhiệt_tình . ủng_hộ tiếp 😍,0,1,0,0,1,0,0
2389,16064,"mua shop , ưng_ý khâu đóng_gói . sp chất_lượng . shop",0,0,0,1,1,0,0
2390,16063,"tuyệt_đỉnh mua lắm , không giao 4h tiếc shope giao vòng 4h toàn giao ngày_mai mốt không",0,0,0,0,-1,0,0
2391,16062,giao hàng ! đóng_gói sản_phẩm ! đưpj !,0,0,0,0,1,0,0
2392,16061,"giao hàng , mua shop uống sữa tốt lắm",0,0,0,1,1,0,0
2393,16060,giao hàng trừ sữa thơm lắm trừ bé hợp_tác trừ giá oke trừ ủng_hộ tiếp !,1,0,0,1,1,0,0
2394,16059,chất_lượng sản_phẩm tuyệt_vời . shop giao hàng đóng_gói sản_phẩm đẹp,0,0,0,1,1,0,0
2395,16058,mua shop . đóng_gói cẩn_thận . giao hàng,0,0,0,0,1,0,0
2396,16057,"đầu mua hài_lòng , ủng_hộ , shop",0,0,0,0,0,1,0
2397,16056,giao hàng sữa chưa uống không bt như ủng_hộ shop tiep,0,0,0,0,1,0,0
2398,16055,mua 4 hộp,0,0,0,0,0,1,0
2401,16052,shop hàng giá tốt . trả_lời khach nhiệt_tình . đóng_gói cẩn_thận 🥰,1,1,0,0,1,0,0
2402,15692,shop giao hàng gói chuyên_nghiệp đẹp . mua đều hài_lòng . tks shop 5,0,0,0,0,1,0,0
2403,15691,"giao hàng siêu_tốc , mua yên_tâm chất_lượng",0,0,0,1,1,0,0
2404,15690,"sữa đúng hàng chuẩn , mua shop đầu , ngon quất 2 hộp",0,0,0,1,0,0,1
2405,15689,"hàng 2 , gọi nowship",0,0,0,0,1,0,0
2406,15688,đóng_gói sản_phẩm cẩn_thận .,0,0,0,0,1,0,0
2407,15687,hình_ảnh tính_chất . ko bình_luận tức_là sản_phẩm tốt ok_👌,0,0,0,0,0,1,0
2410,15684,méo tí hộp nguyên_vẹn . trải nghiệm .,0,0,0,0,-1,0,0
2411,15683,đóng_gói cẩn_thận giao hàng nhanh_chóng sản_phẩm_chất_lượng tốt hạn,0,0,1,1,1,0,0
2412,15682,đóng_gói hàng cẩn_thận . giao hàng chuẩn . chưa thử chưa . hy_vọng hợp . 🤗,0,0,0,0,1,0,1
2413,15681,"bỉm mềm , cực . mua 3 shop , ủng_hộ dài_dài",0,0,0,1,0,0,0
2414,15680,giao hàng . bọc hàng cẩn_thận . vỏ không méo hộp méo . shop giao vỏ méo tí note nhắc thông_cảm,0,0,0,0,1,0,0
2416,15678,giao hàng sp ok giá rẻ thị_trường ben buồn tết ma không co quà tặng mua shop mấy,1,-1,0,1,1,0,0
2417,15677,"mua nhìu shop , sản_phẩm oke đúng chuẩn , tội phí ship vận_chuyển hcm",0,0,0,0,-1,0,1
2418,15676,date . mua 4 hộp đóng_gói cẩn_thận không móp . sữa chưa không chất_lượng . shop 5,0,0,1,0,1,0,0
2419,15675,hàng đóng_gói xấu . bóp_méo,0,0,0,0,-1,0,0
2420,15674,chất_lượng sản_phẩm tốt . đóng_gói đẹp . shop phục_vụ tốt . giao hàng,0,1,0,1,1,0,0
2422,15672,shop giao hàng . chưa sản_phẩm chưa chất_lượng . phản_hồi shop,0,0,0,0,1,0,0
2423,15671,"sản_phẩm tốt , váng sữa ngon không , bé . hình_ảnh video tính_chất xu",0,0,0,1,0,0,0
2424,15670,"hộp sữa đẹp không móp , hạn mới_tinh như hộp mua cửa_hàng , mua tiếp . ngon bổ rẻ .",0,0,1,0,1,0,0
2425,15669,mua 2 . date_xa,0,0,1,0,0,0,0
2426,15668,hàng chất_lượng oke lắm mua không shop 5,0,0,0,1,0,0,0
2427,15667,shop giao hàng . đóng_gói cẩn_thận . giá hợp_lý quà mua,1,0,0,0,1,0,0
2428,15666,"sữa hàng hạn , không mẫu shop giao mẫu cũ mẫu , hàng mua",0,0,1,0,0,0,0
2429,15665,shop phục_vụ tốt . ship đơn hàng . giá tốt . thx_shop,1,1,0,0,1,0,0
2431,15663,"mượn tạm video , hàng giao , shop phục_vụ tốt , hôm hôm hàng . chất_lượng không không .",0,1,0,0,1,0,0
2434,15660,"sữa hãng , hạn , thơm ngon",0,0,1,1,0,0,1
2435,15659,sữa hạn,0,0,1,0,0,0,0
2436,15658,chất_lượng tốt . giao hàng . ủng_hộ shop mua tiếp,0,0,0,1,1,0,0
2441,15653,giao hàng siêu . sản_phẩm đóng_gói đầy_đủ . check mã,0,0,0,0,1,0,1
2443,15651,"giao hàng nhanh_chóng , đóng hàng cẩn_thận .",0,0,0,0,1,0,0
2444,15650,sản_phẩm đúng hình_ảnh shop giá_thành sản_phẩm như chất_lượng tốt,1,0,0,1,0,0,1
2445,15649,tốt đúng chủng_loại,0,0,0,1,0,0,1
2446,15648,shop giao hàng . đóng_gói . hình_thức túi sữa không bung rách chỗ . shop 5,0,0,0,0,1,0,0
2447,15647,sản_phẩm đúng mô_tả . hi_vọng,0,0,0,0,0,0,1
2449,15645,mua shop giao hàng bọc hàng cẩn_thận mua,0,0,0,0,1,0,0
2451,15643,"đầu bỉm tràn đều , chưa trào thấm hút tốt không tè 1bai mẹ thay 🤣",0,0,0,0,0,1,0
2454,15640,"sản_phẩm tốt nha , hạn 202 lận , giá cạnh_tranh shop",1,0,1,1,0,0,0
2457,15637,"đóng_gói cẩn_thận , giao hàng . mua giá flash sale áp mã giảm_giá rẻ",1,0,0,0,1,0,0
2459,15635,"giá rẻ , hạn , giao . mua r yên_tâm shop 🌺 ⭐ ️ 😌 😘 ❤ ️",1,0,1,0,1,0,0
2460,15634,"chất_lượng tốt , giao hàng nhanh_trừ đủ , shop nhiệt_tình , dễ_thương ❤ ️ ❤ ️ ❤ ️",0,1,0,1,1,0,0
2461,15633,"giao hàng . sữa đúng loại , mẫu_mã . mua đợt sale 1 chút , tội shop mua 3 hộp : )",1,0,0,0,1,0,1
2463,15631,giao hàng shop gửi đúng quà chất_lượng hài_lòng,0,1,0,1,1,0,0
2464,15630,sản_phẩm tốt . uy_tín chất_lượng . ủng_hộ shop dài_dài,0,0,0,1,0,0,1
2465,15629,"shop giao hàng , sản_phẩm không bao linon như hộp mua . sản_phẩm giá tiền . shop",1,0,0,0,-1,0,0
2467,15627,bỉm mềm . thấm hút oke tầm giá . cánh ôm mông bé . ổn,1,0,0,1,0,0,0
2469,15625,"giao hàng , đóng_gói cẩn_thận , giá tốt , hy_vọng bé uống hợp ủng_hộ tiếp",1,0,0,0,1,0,0
2472,15622,"giao hàng , đóng_gói",0,0,0,0,1,0,0
2474,15620,"đồ giao đầy_đủ , hạn , đóng_gói cẩn_thận , ( unpack mệt_nghỉ ) . giá tốt mặt_bằng . ủng_hộ tiếp .",1,0,1,0,1,0,0
2475,15517,sữa thơm ngon hết_mình mua tiếp,0,0,0,1,0,0,0
2476,15516,đóng_gói cẩn_thận .,0,0,0,0,1,0,0
2477,15515,giao hàng chậm .,0,0,0,0,-1,0,0
2479,15513,đóng_gói cẩn_thận . 5 . shop,0,0,0,0,1,0,0
2480,15512,"thơm ngon , m ủng_hộ shop",0,0,0,1,0,0,0
2481,15511,chất_lượng ok mua !,0,0,0,1,0,0,0
2483,15509,giao hơi ok,0,0,0,1,-1,0,0
2484,15508,sản_phẩm tốt . giao hàng . đặt_hàng shop 3 . ổn . shop gửi mã giảm_giá mua giá hợp_lý .,1,0,0,1,1,0,0
2486,15506,hàng giao chậm_trễ,0,0,0,0,-1,0,0
2487,15505,ship như 1 gió . giao đúng mẫu đúng màu . làm_ăn chuyên_nghiệp 😃,0,1,0,0,1,0,1
2488,15504,"mua 1 chất_lượng ok , đóng_gói không méo , hơi đít méo nhẹ . shop cẩn_thận , tương_đối hài_lòng , ủng_hộ shop .",0,0,0,1,1,0,0
2489,15503,"mua shop . đóng hàng chuyên_nghiệp , giao , tem mác đầy_đủ . like !",0,0,0,0,1,0,1
2490,15502,giao hàng cực luon,0,0,0,0,1,0,0
2491,15501,"giao hàng , shop đóng_gói cẩn_thận . chất_lượng sản_phẩm tốt .",0,0,0,1,1,0,0
2493,15499,sản_phẩm ok . shop giao hàng . .,0,0,0,1,1,0,0
2495,15497,"shop giao hàng , đóng_gói cũ , săn sale , giá siêu hời , hàng hạn",1,0,1,0,1,0,0
2497,15495,"giao hàng tương_đối , chất_lượng chưa chưa review",0,0,0,0,1,0,0
2498,15494,"shop đóng_gói cẩn_thận , giao hàng , hạn .",0,0,1,0,1,0,0
2499,15493,"hàng hãng , giao hàng",0,0,0,0,1,0,1
2500,15492,hàng giao hàng giá rẻ hợn shop 👍,1,0,0,0,1,0,0
2501,15491,hàng . đóng_gói sản_phẩm đẹp . shop .,0,0,0,0,1,0,0
2504,15488,"check mã_vạch ok , hàng móp , không vận_chuyển shop giao hàng móp",0,0,0,0,-1,0,1
2506,15486,giao hàng hơi . hàng chưa kiểm_tra chưa . mua shop mấy tạm dược,0,0,0,0,-1,0,0
2507,15485,"sữa 30 / 10 1 / 1 , sản_phẩm mua kèm sữa tắm tách đơn hôm đc . đóng_gói kỹ , sữa oki , balo km xinh 2 ngăn thay_vì một ngăn to như balo , khóa hơi hóc tí , ok !",0,1,0,1,1,0,0
2509,15483,"hàng y hình , giao hàng nhanh_chóng , shop gói hàng cẩn 202",0,0,1,0,1,0,1
2510,15482,đóng_gói cẩn_thận,0,0,0,0,1,0,0
2511,15481,"giao hàng , sản_phẩm tốt , đóng_gói , phục_vụ tốt",0,1,0,1,1,0,0
2513,15479,giao hàng . shipper thân_thiện . hàng chuẩn . ủng_hộ shop,0,0,0,0,1,0,1
2514,15478,"sữa ngon , bé nhẹ đêm shop đóng_gói cẩn_thận",0,0,0,1,1,0,0
2515,15477,ko ảnh tạm ảnh ! shop giao hàng đóng_gói đẹp ! sp hạn,0,0,1,0,1,0,0
2516,15476,"shop đóng_gói sản_phẩm cẩn_thận , giao hàng nhanh_chóng . shop phục_vụ tốt",0,1,0,0,1,0,0
2517,15475,hộp móp xí ok . hehe,0,0,0,0,-1,0,0
2519,15473,hàng . đóng_gói cẩn_thận . hàng chuẩn không chưa check : ),0,0,0,0,1,0,0
2520,15472,bỉm mỏng nhẹ thấm hút tốt không đêm đc . mk đêm tràn ướt q áo 😂,0,0,0,-1,0,0,0
2521,15471,"giao hàng siêu , đóng_gói cẩn_thận , hạn xa_tít_tắp , ủng_hộ tiếp",0,0,1,0,1,0,0
2522,15470,shop giao hàng . tiếc mua 5 lon sữa giá 538k hic .,0,0,0,0,1,0,0
2524,15468,mua shop 3 chất_lượng không bàn nũa . giao,0,0,0,1,1,0,0
2527,15465,sản_phẩm hàng tương_đối ôke . ủng_hộ shop,0,0,0,1,1,0,0
2529,15463,"hàng đóng_gói cẩn_thận hộp móp méo , shop giao m hộp méo chưa đóng_gói",0,-1,0,0,-1,0,0
2531,15461,"chất_lượng sản_phẩm tốt , đóng_gói đẹp , giao hàng",0,0,0,1,1,0,0
2533,15459,sữa đêm ngon uống sữa béo_béo thơm thơm uống hoài không bé ớn kko,0,0,0,0,0,1,0
2534,15458,"giao hàng , gói hàng cẩn_thận",0,0,0,0,1,0,0
2536,15456,"shop giao đủ sữa , đúng vị , hạn ^ bé uống ^ ủng_hộ shop",0,0,1,0,1,0,0
2537,15455,váng sữa bé m ăn đợt hàng đợi mãi,0,0,0,0,0,1,0
2539,15453,ok,0,0,0,0,0,1,0
2540,15452,check mã_vạch đúng . khui 1 lon không vón cục . ủng_hộ mua tiếp . đăng tạm ảnh bé .,0,0,0,0,0,0,1
2542,15450,"sữa uống , mua 2 shop . giao hàng . 😍",0,0,0,1,1,0,0
2543,15449,sản_phẩm đúng như cáo chất_lượng tốt 5,0,0,0,1,0,0,0
2544,15448,"mua shop đóng_hộp đóng_gói cẩn_thận , không móp lọ , chất_lượng tốt",0,0,0,1,1,0,0
2545,15447,"giao hàng , đóng_gói sản_phẩm , shop phục_vụ tốt .",0,1,0,0,1,0,0
2546,15446,giao hàng hơi,0,0,0,0,-1,0,0
2547,15445,"giao hàng , mua mã giảm_giá giá tốt , chưa chưa chất_lượng",1,0,0,0,1,0,0
2549,15443,"mua 2 không đánh 👍 giá ổn_áp mấy shop , hi_vọng shop buôn_bán hàng chuẩn mẹ yên_tâm ủng_hộ lâu_dài nè",1,0,0,0,0,0,0
2550,15442,"sản_phẩm như hình , shop đóng_gói cẩn_thận , chất_lượng đảm_bảo hàng hãng , ủng_hộ shop",0,0,0,1,1,0,1
2551,15441,"shop giao hàng , đóng_gói cẩn_thận . date_dài , ủng_hộ",0,0,1,1,1,0,0
2554,15438,giao hàng siêu . date cực,0,0,1,0,1,0,0
2555,15437,"date sữa , đóng_gói tốt . hàng uy_tín . ủng_hộ shop tiếp 👍",0,1,1,0,1,0,0
2556,15436,"giao hàng , đóng_gói cẩn_thận . ủng_hộ tiếp .",0,0,0,0,1,0,0
2558,15434,bỉm_oke nha ship siêu mua dài_dài,0,0,0,1,1,0,0
2559,15433,"giao hàng , chất_lượng ok , giá_thành hợp_lý ! cám_ơn shop tặng shop 5 ⭐ ️ ❤ ️ ❤ ️ ❤ ️",1,0,0,1,1,0,0
2561,15431,mua . tính_chất kiếm xu .,0,0,0,0,0,1,0
2563,15429,"check mã_vạch , chất_lượng chưa , hơ8 thắc_mắc giá rẻ hộp mua . ảnh video không",1,0,0,0,0,0,1
2564,15428,"mh cảm_nhận mh gold night . gold mấy bảo đợt quyết_định thử night không lắm , mấy loại chưa thử trung_thành gold .",0,0,0,0,0,1,0
2565,15427,giao hàng . giá tốt . chưa chưa chất_lượng .,1,0,0,0,1,0,0
2566,15426,hình không chủ_yếu xu sản_phẩm_giá tốt hàng hơi 5 * ủng_hộ,1,0,0,0,-1,0,0
2567,15425,"mẫu , hạn , giá sale rẻ , đóng_gói cẩn_thận . hài_lòng",1,0,1,1,0,0,1
2568,15424,đóng_gói . chưa không ! oke ủng_hộ shop,0,0,0,0,1,0,0
2569,15423,giao hàng cực . đóng_gói hàng . sản_phẩm thơm bé . 5 *,0,0,0,1,1,0,0
2570,15422,"hà_nội giao hcm 3 đc , giá ok , shop gói kĩ , không chụp hình tính_chất xu , cám_ơn shop",1,0,0,0,1,0,0
2571,15421,bé đổi glico meiji . bé uống,0,0,0,0,0,1,0
2574,15418,shop phục_vụ nhiệt_tình . giao đúng mẫu đúng size . n mua . oke,0,1,0,0,0,0,1
2575,15417,hàng bọc cẩn_thận . như quảng_cáo .,0,0,0,0,1,0,0
2576,15416,shoppe thùng lazada hoang_mang xíu chất_lượng sản_phẩm tốt đóng_gói giao,0,0,0,1,1,0,0
2577,15415,"sản_phẩm shop hàng , shop đơn hàng đảm_bảo . hài_lòng",0,1,0,1,0,0,0
2578,15414,giao hàng đóng_gói cẩn_thận,0,1,0,0,1,0,0
2579,15413,"đóng_gói đẹp , . giao hàng . sữa chuẩn . hộp nguyên_vẹn không móp méo . mua sữa shop . k chê . tư_vấn nhiệt_tình .",0,1,0,1,1,0,1
2582,15410,bao_bì vẻ xịn xò . sữa thơm vị . chất_lượng,0,0,0,0,0,1,0
2584,15408,shop giao hàng đóng_gói cẩn_thận,0,0,0,0,1,0,0
2586,15406,"hàng đóng_gói cẩn_thận , giao , mua shop . ủng_hộ shop dài_dài .",0,0,0,0,1,0,0
2587,15405,"chưa uống thử sản_phẩm hạn , bao_bì đóng_gói cẩn_thận",0,0,1,1,1,0,0
2589,15403,"shop đóng_gói cẩn_thận , giao hàng , sữa oke .",0,0,0,1,1,0,0
2590,15402,hạn 9 hạn r,0,0,-1,0,0,0,0
2591,15401,"shop phuc vu nhiệt_tình , đóng_gói cẩn_thận",0,1,0,0,1,0,0
2594,15398,giao hàng hãng . mua n 😊,0,0,0,0,1,0,1
2597,15395,"đóng_gói cẩn_thận , hàng chuẩn , mua ủng_hộ shop tiếp .",0,0,0,0,1,0,1
2598,15394,toàn mua bỉm shop mua 6 tải 2 tải mua 4 tải hehe,0,0,0,0,0,1,0
2599,15393,"giao hàng , đóng_gói cẩn_thận , m mua đầu ko vỏ hộp 2 loại",0,0,0,0,1,0,0
2600,15392,chất_lượng oke . vận_chuyển . cặp 2 sản_phẩm đi kèm không . kệ ủng_hộ shop .,0,-1,0,1,1,0,0
2602,15390,"bao_bì kiểu bóng mờ , hơi loại mua . không tnao .",0,0,0,0,0,0,-1
2603,15389,shop giao hàng . đóng_gói sản_phẩm cẩn_thận . hàng chuẩn . date . ưng_ý . đặt_hàng tiếp shop . nhiệt_tình shop . báo gấp shop gửi . vui lắm .,0,1,1,1,1,0,0
2604,15388,"sp ok , giao hàng , đóng_gói , oke",0,0,0,0,1,0,0
2605,15387,giao hàng . đóng_gói siêu cẩn_thận . sữa chuẩn . mua . mua 🥰,0,1,0,1,1,0,1
2606,15386,sữa thơm . bé . thử chưa tác_dụng,0,0,0,1,0,0,0
2608,15384,sữa tốt giao hàng ủng_hộ shop 👍,0,0,0,1,1,0,0
2609,15383,"chất_lượng sản_phẩm tốt 👌 , giá ưu_đãi đẹp gói kỹ ship yêu shop",1,0,0,1,1,0,0
2610,15382,mua ưng . ủng_hộ shop thường_xuyên hihi,0,0,0,0,0,1,0
2614,15378,"mua 2 lon thử . hàng tốt , sản_phẩm hình .",0,0,0,0,0,0,1
2615,15377,2 mua hài_lòng như đầu . ưng shop giao hàng,0,0,0,0,1,0,0
2617,15375,shop giao đúng loại . giao hàng . mua shop . bỉm hài_lòng,0,0,0,0,1,0,0
2618,15374,"sản_phẩm như hình , hạn_dùng tận hai nghìn không trăm hai mươi hai",0,0,1,1,0,0,1
2619,15373,sữa hạn . ủng_hộ shop,0,0,1,0,0,0,0
2620,15372,hàng tốt . test mã_vạch . hãng . sữa nhạt_thanh,0,0,0,1,0,0,1
2622,15370,"giao không đúng vị . loãng chỗ , nhãn_mác không chỗ không hàng",0,0,0,-1,0,0,-1
2623,15369,giao hàng,0,0,0,0,1,0,0
2624,15368,"bỉm tốt , giá mua nha . mua mấy săn sale 12 / 12 giá rẻ , bỉm bé . shop .",1,0,0,1,0,0,0
2625,15367,mua shop . hàng chuẩn . giao hàng . ủng_hộ shop,0,0,0,1,1,0,1
2626,15366,"shop ship hàng , sữa chuẩn hãng . date . đợt săn sale shop đại 1 hộp chụp hình",0,0,1,0,1,0,1
2627,15365,hàng giao hàng nhanh_chóng . đóng_gói cẩn_thận chưa thử bỉm không oke k ?,0,0,0,0,1,0,0
2628,15364,giao hàng . mua 2 hài_lòng . giá rẻ . ủng_hộ tiếp,1,0,0,0,1,0,0
2630,15362,mua 4 ưng,0,0,0,0,0,1,0
2631,15361,hàng ưng_ý sản_phẩm . giá_thành chất_lượng . hi_vọng mua sản_phẩm tốt shop !,1,0,0,1,0,0,0
2635,15357,giao hàng chất_lượng sản_phẩm tốt,0,0,0,1,1,0,0
2637,15355,mua shop shop giao xíu không vội chẳng . shop bọc hàng kĩ đóng_gói cẩn_thận ưng,0,0,0,0,1,0,0
2639,15353,hình_ảnh không lắm chuẩn hạn . tặng shop 5,0,0,1,0,0,0,1
2640,15352,hàng tặng kèm xinh . ủng_hộ tiếp . giao siêu,0,1,0,0,1,0,0
2641,15351,"tã quần hình_như bìm dán , không tràn , bỉm dán ctrai hơi đọng nh tràn .",0,0,0,0,0,1,0
2642,15350,"shop gói hàng cẩn_thận , mua , ưng , ủng_hộ",0,0,0,1,1,0,0
2643,15349,mua n ưng sữa rẻ chuẩn đóng_gói cẩn_thận yêu 😘,1,0,0,0,1,0,0
2644,15348,"mua 852k rẻ chưa , đợt 830k",0,0,0,0,0,1,0
2645,15347,"sản_phẩm đẹp , giá rẻ , giao hàng , ủng_hộ . cám_ơn shop",1,0,0,1,1,0,0
2646,15346,hàng chuẩn . mẫu . date đúng như mô_tả . giá rẻ chỗ,1,0,1,1,0,0,1
2648,15344,"chất_lượng tuyệt_vời , đóng_gói cẩn_thận , giao hàng",0,0,0,1,1,0,0
2649,15343,"giao hàng nhanh_chóng , hôm hôm hàng , kịp bé uống .",0,0,0,0,1,0,0
2651,15341,hạn . giao hàng shop gói hàng thận . chúc shop đắt hàng !,0,0,1,1,1,0,0
2652,15340,shop giao đúng phân_loại sản_phẩm . sản_phẩm y ảnh . đóng_gói sản_phẩm đẹp cẩn_thận . giao hàng . hài_lòng,0,0,0,0,1,0,1
2654,15338,"hình_ảnh không , check đúng mã , chất_lượng chưa chưa , giao hàng",0,0,0,0,1,0,1
2655,15337,"shop giao hàng , đóng_gói tốt . date 2022 . săn deal giá tốt . mua dùm không hình",1,0,1,0,1,0,0
2656,15336,hàng mua sale giá siêu rẻ ngon . hàng mua sale giá siêu rẻ ngon .,1,0,0,0,0,0,0
2657,15335,"sản_phẩm tốt , hạn 202 , shop đóng_gói sản_phẩm . hài_lòng .",0,0,1,1,1,0,0
2659,15333,mua hàng 3 . 2 hộp hơi móp chút nhug may không nắp . ủng_hộ shop !,0,0,0,0,-1,0,0
2661,15331,"gói hàng cẩn_thận , chêm miếng xốp hàng giao không móp méo . bịch , tiện_lợi , tiết_kiệm .",1,0,0,0,1,0,0
2663,15329,"sản_phẩm tốt , shop giao hàng , mua shop , ủng_hộ dài_dài",0,0,0,1,1,0,0
2664,15328,"tg giao hàng hơi , đóng_gói sản_phẩm",0,0,0,0,-1,0,0
2665,15327,giao hàng . đóng_gói . chất_lượng chưa kiểm_chứng,0,0,0,0,1,0,0
2666,15326,"đóng_gói cẩn_thận , , hạn sữa , uống ok .",0,0,1,1,1,0,0
2667,15325,sản_phẩm tốt . mua sale 11 / 1 rẻ . đóng_gói chắn chắn . giao hơi,1,0,0,1,-1,0,0
2668,15324,mua hàng shop . tin_tưởng chất_lượng dịch_vụ giá_cả .,1,1,0,1,0,0,0
2669,15323,mua 3 yên_tâm chất_lượng . chúc shop vững uy_tín bền khách_hàng nha,0,0,0,1,0,0,0
2670,15322,"date , giá rẻ . thks shop . chúc shop đắt hàng . thks shop",1,0,1,1,0,0,0
2671,15321,"sữa đóng_gói cẩn_thận bọc xốp va_đập , hạn , chưa chưa bóc hy_vọng đồ_dùng con_nít đồ uy_tín",0,0,1,0,1,0,0
2672,15320,bé uống hợp ủng_hộ shop dài_dài,0,0,0,0,0,1,0
2673,15319,giao hàng hơi chậm,0,0,0,0,-1,0,0
2674,15318,"bực_mình , mua bỉm quần ship bỉm dán shop mù , điên đcđ giao hàng hà_nội k mẹ mua hàng để_ý",0,-1,0,0,-1,0,0
2675,15317,hàng giao đúng như quảng_cáo . ko kịp chụp hình hình đỡ .,0,0,0,0,0,0,1
2676,15316,"hàng shop . mua sữa mã rẻ mấy chục ngàn , . giao hàng hơi một_chút không , mua giá rẻ ok",1,0,0,0,-1,0,0
2677,15315,"giao hàng , đóng_góp cẩn_thận , không móp méo , hạn . chất_lượng kho .",0,0,1,0,1,0,0
2680,15312,giao hàng chất_lượng giao hàng chất_lượng,0,0,0,1,1,0,0
2681,15311,"sp ok , không móp méo . good",0,0,0,1,1,0,0
2683,15309,"vận_chuyển hơi kém , sản_phẩm móp",0,0,0,0,-1,0,0
2684,15308,sản_phẩm hình . giao hàng . gói hàng ổn . ủng_hộ,0,0,0,0,1,0,1
2685,15307,"sản_phẩm tốt , giá rẻ , shipper dễ_thương 💕",1,0,0,1,1,0,0
2686,15306,shop giao đóng chống sốc cẩn_thận cám_ơn shop,0,0,0,0,1,0,0
2687,15305,"hàng chuẩn , hạn , giá rẻ . shop giao hàng siêu , hài_lòng . ủng_hộ shop .",1,0,1,1,1,0,1
2688,15304,"mua 3 , ưng . tks_shop",0,0,0,0,0,1,0
2689,15303,"hàng , giá rẻ , giúp tiết_kiệm 20.000 . thank",1,0,0,0,0,0,0
2690,15302,shop gói hàng cẩn_thận chất_lượng sản_phẩm tuyệt_vời ủng_hộ shop,0,0,0,1,1,0,0
2692,15130,sp ok giao hàng,0,0,0,1,1,0,0
2693,15129,"giao hàng , đúng sản_phẩm , shop nhiệt_tình , ủng_hộ tiếp shop",0,1,0,0,1,0,0
2694,15128,chất_lượng sản_phẩm tốt .,0,0,0,1,0,0,0
2695,15127,"chất_lượng sản_phẩm tốt , hạn . shop đóng_gói hàng cẩn_thận . ủng_hộ shop .",0,0,1,1,1,0,0
2696,15126,hàng . hàng giao . chất_lượng ổn .,0,0,0,1,1,0,0
2698,15124,chất_lượng sản_phẩm tốt . shop đóng_gói cẩn_thận chu_đáo . date 12 / 2020,0,0,0,1,1,0,0
2700,15122,sữa đúng bé uống oke,0,0,0,1,0,0,0
2702,15120,"quên không chụp ảnh tạm ảnh , shop bọc hàng siêu cẩn_thận !",0,0,0,0,1,0,0
2703,15119,đóng_gói cẩn_thận,0,0,0,0,1,0,0
