,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
2195,16854,"máy đẹp , hoàn_thiện tốt , cấu_hình mạnh_mẽ , pin trâu , cảm_ứng mượt_mà lướt êm_ái , màu_sắc rực_rỡ như mong_đợi , hài_lòng sản_phẩm , shop phục_vụ nhiệt_tình , giao hàng đúng hẹn chất_lượng đúng như quảng_bá , an_tâm sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
2196,16853,"sản_phẩm ok , điện_thoại tốt . giao hàng . shop tư_vấn nhiệt_tình .",0,1,1,0,0,0,0,0,0
2197,16852,"máy đẹp giao hàng . đóng_gói cẩn_thận , shop nhiệt_tình !",0,1,1,0,0,0,0,0,1
2198,16851,"“ cây_xanh lá xanh , cha_mẹ hiền_lành đức ” cha_mẹ 😏 máy gmail , lit , maps đều quay_vòng như video ak . cố_ý không tư_vấn hàng bảo không trả_lời không trách_nhiệm 1tr ăn chẳng .",0,-1,0,0,0,-1,0,0,0
2199,16850,máy . đợi test chất_lượng ! hơi chút chậm chậm,0,0,0,-1,0,0,0,0,1
2201,16848,"mua ipad 4 , shop nhiệt_tình , uy_tín , chất_lượng . ủng_hộ shop .",0,1,0,0,0,0,0,0,0
2202,16847,mua giá rẻ shop shoppe mong mua món như,1,0,0,0,0,0,0,0,0
2203,16846,giáo hàng đóng_gói cẩn_thận máy cầm nhẹ_tênh không mạng chậm load mãi,0,0,1,0,0,-1,0,0,-1
2204,16845,"giao hàng , chất_lượng tốt , hình_như . cám_ơn shop !",0,0,1,0,0,0,0,0,1
2205,16844,hàng hãng nguyên seal . đóng_gói hơi sơ saigon hanoi . hộp bẹp 1 đầu hơi hoang_mang may máy không . máy tốt tầm giá . mua .,1,0,-1,0,1,0,0,0,0
2206,16843,hàng tốt pin tụt hơi,0,0,0,0,0,-1,0,0,0
2207,16842,"shop uy_tín , giao hàng đúng hẹn , máy chất_lượng đúng quảng_cáo , phong_cách làm_việc chuyên_nghiệp , máy đẹp , chức_năng chạy mạnh , màu_sắc màn_hình , hài_lòng , ủng_hộ shop , một",0,1,1,1,0,1,0,0,1
2208,16841,"kiểu_dáng đẹp , cầm đầm , mượt , loa không như đồn . yếu máy màn_hình hơi tối 1 tí , mic thoại vẻ không nhạy lắm chấp_nhận , camera gốc máy chụp không đẹp mấy cài gcam chụp đẹp nha .",0,0,0,1,0,-1,0,0,1
2210,16839,điện_thoại tốt ổn lâu_dài chưa shop 5 *,1,0,0,0,0,0,0,0,0
2211,16838,đáng_ra 2 . màu đen giao màu xanh . shop xin_lỗi,0,-1,0,0,0,0,0,0,0
2212,16837,shop hàng uy_tín lỗi đổi,0,1,0,0,0,0,0,0,0
2213,16836,"tốt hình_dung , shop tư_vấn kỹ , gửi hàng , máy đẹp",0,1,1,0,0,0,0,0,1
2214,16835,"mua đúng sale , hàng đúng chủng_loại , shop",0,0,0,0,0,0,0,1,0
2215,16834,ổn tầm giá mua thư_ký thư_ký khen không chê,1,0,0,0,0,0,0,0,0
2216,16833,tạm,0,0,0,0,0,0,0,1,0
2218,16831,mua ram 6 gửi 4 . đt pin yếu,0,-1,0,0,0,-1,0,0,0
2219,16830,sản_phẩm 1 tuần tốt shop bảo zin keng đi kiểm_tra người_ta bảo vỏ lô,0,0,0,0,-1,0,0,0,0
2220,16829,điện_thoại nghe gọi ổn tầm giá máy cũ xước . tặng sạc cáp 1 ốp dây sạc shop sạc tối_đa 84 % thay dây sạc ổn,0,0,0,0,0,0,1,0,-1
2221,16828,máy đẹp shop,0,0,0,0,0,0,0,0,1
2222,16827,"hàng chuẩn , chưa kích_hoạt . hài_lòng . chưa chưa lâu_dài trước_mắt ok 😃",0,0,0,0,0,0,0,0,1
2223,16826,"hàng , shop giao hàng máy bề_ngoài đẹp 99 % , chức_năng cơ_bản hoạt_động tốt , màn_hình cảm_ứng nhạy , màu_sắc đẹp , camera sắt nét , máy cấu_hình mạnh_mẽ , mạng lướt web , zalo chạy êm_ru , hài_lòng , nhân_viên shop",0,0,1,1,0,1,0,0,1
2224,16825,5sao tuyệt_vời,0,0,0,0,0,0,0,1,0
2225,16824,"hàng hãng nguyên seal , ủng_hộ tiếp .",0,0,0,0,1,0,0,0,0
2226,16823,"chuẩn nha anh_em , shop giao hàng hẹn , chất_lượng máy tốt , máy đẹp cấu_hình ổn_định , chức_năng chạy mượt , màn_hình cảm_ứng nhạy , màu_sắc_đẹp như mong_đợi , chiến game sướng , pin trâu , hài_lòng vừa_ý , shop 10 chất_lượng phong_cách phục_vụ",0,1,1,1,0,1,0,0,1
2227,16822,máy tạm ổn . gọi zalo hìnk ảnk kém lắm . ố vàng,0,0,0,0,0,-1,0,0,0
2229,16820,hàng tốt . giá_thành hợp_lý,1,0,0,0,0,0,0,0,0
2230,16819,"pin trâu , tốt bền",0,0,0,0,0,1,0,0,0
2231,16818,"máy đẹp shop , giá_cả hợp_lý , shop giao hàng đúng hẹn , chất_lượng không , chuẩn , vừa_ý hài_lòng , đồng_tiền bát gạo , shop phục_vụ chuyên_nghiệp , chế_độ hậu_mãi rõ_ràng , an_tâm sản_phẩm giá 5sao ,",1,1,1,0,0,0,0,0,1
2232,16817,"mua giá tốt , cảm_nhận ban_đầu mở_hàng tốt . ban_đầu cài ap máy hơi nóng . lâu_dài trải nghiệm . dvkh support tình .",1,1,0,-1,0,0,0,0,0
2233,16816,"máy đẹp ! shop hướng_dẫn_nhiệt_tình chu_đáo . chờ 7 cài tiếng việt . update 7 : cài tiếng việt , shop nhiệt_tình uy_tín , trách_nhiệm . hài_lòng lắm , mua mua shop . cám_ơn shop nhá 😍 👍",0,1,0,0,0,0,0,0,1
2234,16815,không chê,0,0,0,0,0,0,0,1,0
2235,16814,máy cũ màn_hình tàu . vỏ thay . ko mua,0,0,0,0,0,-1,0,0,0
2237,16812,hàng good nha,0,0,0,0,0,0,0,1,0
2238,16811,"điện_thoại tốt đẹp . giá mua sale rẻ 4tr8 . màn_hình 120hz mượt , màn_hình lớn 6.67 inch viên pin lớn . tuyệt ! shop giao hàng , nhiệt_tình chu_đáo . shop sản_phẩm !",1,1,1,1,0,1,0,0,1
2239,16810,hàng . điện_thoại samsung hai mua . máy oke giá .,0,0,0,0,0,0,0,1,0
2240,16809,mua 4c . bé học,0,0,0,0,0,0,0,1,0
2242,16807,"shop uy_tín giao hàng đúng hẹn , sản_phẩm chất_lượng , test ứng_dụng chạy mượt lắm , chụp hình sắt nét , lướt web phim oke , vừa_ý , giới_thiệu bạn_bè người_thân ủng_hộ shop , chúc shop thành_công 5 .",0,1,1,1,0,1,0,0,0
2243,16806,"vui shop , hàng , đt đẹp , bề_ngoài 99 % , test chức_năng chạy mượt lắm , camera sắt nét , game , phim vừa_ý , giới_thiệu bạn_bè người_thân ủng_hộ shop , shop 5 .",0,0,0,1,0,1,0,0,1
2244,16805,"máy đẹp như nguyên áp , màn không ám ố đẹp , ngon kaka 5",0,0,0,0,0,1,0,0,1
2245,16804,"thành_lập 2002 , trải 16 xây_dựng phát_triển , tự_hào dẫn_đầu ngành sản_xuất loại khẩu_trang lọc khí than hoạt_tính sản_phẩm chống nắng thị_trường việt_nam như nón mũ , khẩu_trang . 2010 , vinh_dự đón_nhận danh_hiệu top 10",0,0,0,0,0,0,0,1,0
2246,16803,nồi cơm ngon mấy cặn_bã . coi như mất một triệu : ) ) . điện_thoại kiểu j5 thời xưa . màn_hình chỉnh_sửa thành 1 loại rẻ_tiền đụng_chạm nhẹ liệt . pin thay không khớp . nhắn_tin shop không giải_quyết . nchung_tệ,0,-1,0,0,0,-1,0,0,0
2248,16801,chất_lượng . like,0,0,0,0,0,0,0,1,0
2250,16799,"shop giao hàng chuẩn , máy đẹp , hoàn_thiện chi_tiết , cấu_hình mạnh_mẽ , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ , shop uy_tín nhiệt_tình khách_hàng , chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,1,0,0,1
2251,16798,máy hướng_dẫn_nhiệt_tình 🥰,0,1,0,0,0,0,0,0,0
2252,16797,"giao sai dây sạc , mua dây sạc , tốn tiền",0,0,0,0,0,0,-1,0,0
2253,16796,sp ôkê . mua máy mượt .,0,0,0,1,0,0,0,0,0
2254,16465,"shop dễ_thương uy_tín , giao hàng đúng hẹn , bề_ngoài máy 99 % , ko trầy_xước , máy cấu_hình mạnh_mẽ , camera sắt nét , phim lướt web , game oke , hài_lòng sản_phẩm phong_cách phục_vụ shop . giới_thiệu bạn_bè người_thân ủng_hộ shop , 5 *",0,1,1,1,0,1,0,0,1
2255,16464,"điện_thoại đẹp , giao hàng nhanh_chóng hài_lòng",0,0,1,0,0,0,0,0,1
2258,16461,"như bình_luận , k chê . mua 2 phẩm đẹp , pin khoẻ , giao hàng",0,0,1,0,0,1,0,0,1
2259,16460,"đẹp , máy mới_tinh shop uy_tín giao hàng chất_lượng đúng như quảng_cáo cấu_hình mạnh_mẽ , màu_sắc rực_rỡ như mong_đợi hài_lòng vừa_ý , giá_cả hợp_lý ủng_hộ mua",1,1,0,0,0,1,0,0,1
2260,16459,máy oke lắm mng,0,0,0,0,0,0,0,1,0
2261,16458,"sản_phẩm hãng , máy đẹp , chất_lượng , ứng_dụng êm , game , lướt web , phim online chạy mượt , quay_phim chụp hình pin trâu , vừa_ý , shop giao hàng đúng như quảng_cáo , ủng_hộ shop đon hàng",0,0,0,1,1,1,0,0,1
2262,16457,máy tạm tội hơi lag,0,0,0,-1,0,0,0,0,0
2263,16456,"đúng như shop quảng_cáo , máy đẹp , cấu_hình mạnh_mẽ , ứng_dụng hoạt_động êm_ái , màn_hình cảm_ứng sắt nét , camera chụp ảnh đẹp cực_kỳ , đáng_giá đồng_tiền bát gạo , hoàn_hảo , shop tâm phục_vụ khách_hàng chuyên_nghiệp , hài_lòng lắm ,",0,1,0,1,0,1,0,0,1
2264,16455,"điện_thoại đẹp , nhân_viên tư_vấn nhiệt_tình .",0,1,0,0,0,0,0,0,1
2266,16453,"đóng_gói cẩn_thận , giao hàng , chủ shop nhiệt_tình . hy_vọng ủng_hộ shop",0,1,1,0,0,0,0,0,0
2267,16452,sale 12 / 12 cháy hàng shop uy_tín lắm . shop hướng_dẫn cài tiếng việt chi_tiết mù máy_tính yên_tâm nha,0,1,0,0,0,0,0,0,0
2268,16451,hàng đúng như mô_tả . tặng ốp lưng dán cường_lực,0,0,0,0,0,0,1,0,0
2269,16450,"chuẩn , máy đẹp chảnh , shop giao hàng chất_lượng tốt , test ứng_dụng hoạt_động hoàn_hảo , màn_hình đẹp , màu_sắc rực_rỡ , đồng_tiền bát gạo , shop phục_vụ tốt , chân_tình , chế_độ hậu_mãi rõ_ràng , an_tâm sản_phẩm 5 .",0,1,1,1,0,1,0,0,1
2270,16449,"máy đẹp keng . nhân_viên tư_vấn nhiệt_tình . mua hàng yên_tâm hàng chuẩn , đẹp .",0,1,0,0,1,0,0,0,1
2272,16447,"máy đẹp , không hề xước xát , áp_suất nguyên_vẹn . shop làm_ăn uy_tín , anh_em mua yên_tâm",0,1,0,0,0,0,0,0,1
2273,16446,", máy đẹp , chức_năng hoàn_thiện màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo , shop 5",0,1,1,0,0,1,0,0,1
2274,16445,"máy ổn , phản_quang không như",0,0,0,0,0,-1,0,0,0
2275,16444,máy tốt lắm . shop nhiệt_tình tư_vấn . giao hàng gói . nhu_cầu mua ủng_hộ shop mua may đắt . 😄,0,1,1,0,0,0,0,0,0
2276,16443,đóng_gói hàng đẹp tầm giá . 1 chi_tiết : ),0,0,1,0,0,0,0,0,1
2277,16442,"vời , máy đẹp , shop giao hàng đúng như quảng_cáo , chức_năng ổn_định , ứng_dụng chạy mượt , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ đẹp , mạng lướt web phim đều oke , shop tận_tình hướng_dẫn , nhân_viên phục_vụ chuyên_nghiệp , hài_lòng ,",0,1,0,1,0,1,0,0,1
2279,16440,"cục sạc hỏng không , đóng_gói , hàng xước ít",0,0,1,0,0,0,-1,0,-1
2280,16439,"điện_thoại zin nguyên , bao_bọc cẩn_thận , chất_lượng tốt , hình_ảnh đẹp hợp_lý , . nhân_viên tư_vấn nhiệt_tình . vui_vẻ chuyên_nghiệp , hài_lòng . bình_chọn 5 shop .",1,1,1,0,1,1,0,0,1
2281,16438,hàng máy thử cảm_ứng chạy quà tặng đi kèm giá tốt giao hàng báo gấp hôm_qua hôm_nay,1,0,1,1,0,1,1,0,0
2283,16436,điện_thoại xịn săn giá rẻ : ( hạnh_phúc tặng hình bts cập_nhật chục : shop không voucher bts không voucher đi mất_công người_ta inbox lui_tới tốn : ) dịch_vụ phản_hồi vòng_vo mãi nhắn tốn công,1,-1,0,0,0,0,1,0,0
2284,16435,điện_thoại oke đơn hàng đóng_gói không,0,0,-1,0,0,0,0,0,0
2285,16434,"shop giao hàng chất_lượng tốt , test ứng_dụng hoạt_động ổn_định , màn_hình màu_sắc rực_rỡ như mong_đợi , cảm_ứng nhạy , chụp hình đẹp , đều hài_lòng vừa_ý , shop uy_tín , giao hàng đúng như quảng_cáo , ủng_hộ 10 chất_lượng shop ,",0,1,0,1,0,1,0,0,0
2286,16433,ngon giá tiền .,0,0,0,0,0,0,0,1,0
2287,16432,"nguyên niêm_phong như title , mua",0,0,0,0,1,0,0,0,0
2289,16430,điện_thoại_đẹp,0,0,0,0,0,0,0,0,1
2290,16429,"sản_phẩm đẹp , chất_lượng tốt , hình_ảnh màu đẹp hợp_lý , máy . shop giao sản_phẩm đúng như quảng_cáo . 5 shop",1,0,0,0,0,1,0,0,1
2291,16428,"sản_phẩm tệ , kính cảm_ứng như thay , không dán mép , hở , ọp_ẹp . máy pin tệ , hệ điều_hành android 4.4 drain pin khiếp , sạc 1 tiếng đồng_hồ . không 50 % đêm pin , không cài , tắt chạy ngầm , không sim .",0,0,0,0,0,-1,0,0,0
2292,16427,"mua hôm flash sale 11.1 giá chưa 2tr8 vsmart active 3 , cảm_nhận 4 1 . máy_nguyên seal , màn_hình mượt , tràn viền . pin trâu . 1.5 trừ 2ngay 2 . camera đẹp , tiếng kêu hơi to thòi thụt vô hơi chậm 3 . bắt wifi hơi chậm , sim 4g vô máy 1 cục sóng .",0,0,0,0,1,-1,0,0,1
2295,16424,"máy đẹp như , pin trâu , máy chạy android 9 , chất_lượng tốt 5 shop , tiếc lắp sim mạng không nghe gọi , zl , face video cal ổn",0,0,0,-1,0,1,0,0,1
2296,16423,"giao hàng , tư_vấn nhiệt_tình , chu_đáo , hàng chất_lượng , đảm_bảo , mượt_mà , đóng_gói cẩn_thận , . ủng_hộ shop 5",0,1,1,1,0,0,0,0,0
2297,16422,đầu bật test thử đều oke . máy cũ pin hơi yếu giá tiền oke rôi,0,0,0,0,0,-1,0,0,0
2298,16421,"giao hàng chậm , camera chụp chưa đẹp lắm , pin tụt . đẹp_mắt",0,0,-1,0,0,-1,0,0,1
2300,16419,"máy tốt , chất_lượng đúng như quảng_cáo , shop nhiệt_tình tu vấn chuyên_nghiệp , hài_lòng sản_phẩm phong_cách phục_vụ shop ,",0,1,0,0,0,0,0,0,0
2303,16416,gói hàng kỹ . tặng cường_lực dán y . đợi 7 up rom . shop phục_vụ tốt,0,1,1,0,0,0,1,0,0
2305,16414,máy đẹp oke chất_lượng tốt ủng_hộ,0,0,0,0,0,0,0,0,1
2306,16413,"đều ok , giao hàng_nhanh",0,0,1,0,0,0,0,0,0
2307,16412,"shop uy_tín giao hàng đúng hẹn , test máy xong ứng_dụng chạy êm mượt , màn_hình cảm_ứng nhạy , hình_ảnh sắt nét , chất_lượng đúng như shop quảng_cáo , vừa_lòng ung , giới_thiệu bạn_bè người_thân ủng_hộ shop shop buon mai đắt . 5",0,1,1,1,0,1,0,0,0
2308,16411,sản_phẩm chất_lượng . lâu_dài hàng nguyên niêm_phong sale mỗi_tội đợt sale giao hàng hơi ủng_hộ shop đợt,0,0,-1,0,1,0,0,0,0
2310,16409,"hài_lòng sản_phẩm shop , máy đẹp , chức_năng cơ_bản hoạt_động ổn_định , màn_hình đẹp , màu_sắc rực_rỡ , máy cầm sang_trọng , shop uy_tín giao hàng , chất_lượng đúng như quảng_cáo , vừa_ý lắm anh_em ủng_hộ shop",0,1,1,0,0,1,0,0,1
2311,16408,hàng ! hài_lòng . tặng shop 5 * . tks,0,0,0,0,0,0,0,1,0
2312,16407,giao hàng . sản_phẩm đẹp tốt,0,0,1,0,0,0,0,0,1
2314,16405,máy đẹp không một vết xước,0,0,0,0,0,0,0,0,1
2315,16404,máy ok. ủng_hộ shop dịp . 😀,0,0,0,0,0,0,0,1,0
2317,16402,5 * . chưa chổ chê đuợc . máy trầy sơ mấy góc . đẹp,0,0,0,0,0,0,0,0,-1
2319,16400,"sản_phẩm sale giá ổn voucher giảm_giá shope kịp hốt 1 đập đá bền_bỉ ,",1,0,0,0,0,0,0,0,0
2320,16399,"đầu mua điện_thoại online shop tuyệt . sản_phẩm đúng như mô_tả , đóng_gói kĩ_càng , giao hàng tiết tiệt giao dự_kiến giao tận 3 . oke ! chúc shop phát_triển",0,1,1,0,0,0,0,0,0
2321,16398,"máy đẹp rẻ . mua ok . học_sinh , sinh_viên hợp túi_tiền",1,0,0,0,0,0,0,0,1
2323,16396,máy 99 % shop . oke giá tiên,1,0,0,0,0,0,0,0,1
2324,16395,"hàng tốt , pin ổn , trừ shop hàng , delay 2 3 , keo bong 5 * .",0,0,-1,0,0,1,0,0,0
2325,16394,"đẹp , chuẩn , shop giao hàng ok , chất_lượng tốt , ứng_dụng chạy mượt không lỗi , màn_hình chụp ảnh sắt nét , pin trâu . hài_lòng , chuẩn .",0,0,1,1,0,1,0,0,1
2327,16392,giao hàng hơi,0,0,-1,0,0,0,0,0,0
2328,16391,"sản_phẩm tốt , máy đẹp , shop uy_tín giao hàng chất_lượng đúng như quảng_cáo , chức_năng hoạt_động ổn_định , màn_hình màu_sắc_đẹp , cảm_ứng nhạy , camera chụp hình chuẩn , shop phục_vụ tận_tình , giới_thiệu shop bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,1,0,0,1
2330,16389,"máy ok , hơi lag tẹo giá không dám đòi_hỏi . shop 5 ! 😉",0,0,0,-1,0,0,0,0,0
2331,16388,"mua 2 redmi 9a shop . btre sg giao cực , hàng nguyên niêm_phong nguyên tem , mã giảm_giá .",1,0,1,0,1,0,0,0,0
2332,16387,", máy đẹp , chức_năng hoàn_thiện màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ đồng_tiền shop uy_tín giao hàng đúng hẹn chất_lượng đúng như quảng_cáo , shop 5",0,1,1,0,0,1,0,0,1
2334,16385,hàng . ưng . mượt bé . shop !,0,0,0,1,0,0,0,0,0
2336,16383,"máy , đẹp , zin all . shop chăm_sóc khách_hàng tốt , thanh_nga",0,1,0,0,1,0,0,0,1
2337,16382,"sản_phẩm tốt , ban_đầu cài_đặt ok , đợi",0,0,0,0,0,0,0,1,0
2338,16381,dành_dụm mấy mua độ máy đánh_đồng_tiền bát gạo,0,0,0,0,0,0,0,1,0
2339,16380,"hàng , điện_thoại như hình . máy 99 % . cảm_ứng mượt_mà , màn_hình đẹp . chụp hình căng đét , nghe gọi sóng mạnh . web cày game bao mướt . . giá rẻ giá rẻ ngon lắm . lăn_tăn hốt liền .",1,0,0,1,0,1,0,0,1
2340,16379,"chất_lượng sản_phẩm tuyệt_vời , shop chu_đáo , giao hàng .",0,1,1,0,0,0,0,0,0
2341,16378,"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,0,0,0,1
2342,16377,giao hàng hơi sp thích_hợp làm_quà tặng lớn_tuổi,0,0,-1,0,0,0,0,0,0
2343,16376,"test chán_chê ngoi đánh 10 * , tiếc shope 5 * . shop nhiệt_tình yêu lắm . máy like new chút vết trầy không , lắm .",0,1,0,0,0,0,0,0,-1
2344,16375,"máy đẹp shop , shop giao hàng đúng như quảng_cáo , chức_năng hoạt_động tốt , pin trâu , game lướt web phim chạy mượt , camera sắt nét , cảm_ứng nhạy . oke tiền . shop đem cảm_giác dễ_chịu cầm sản_phẩm shop . 5",0,0,0,1,0,1,0,0,1
2345,16374,nguyên seal . giao hàng hơi chậm,0,0,-1,0,1,0,0,0,0
2347,16372,"đẹp , chất , shop uy_tín , giao hàng đúng hẹn , chất_lượng máy đúng zin hãng , test chức_năng hoạt_động tốt , ứng_dụng chạy mượt , màn_hình cảm_ứng nhạy , cam sắt nét , giá_cả hợp_lý , vừa_lòng lắm , an_tâm sản_phẩm ,",1,1,1,1,1,1,0,0,1
2348,16371,hàng đẹp .,0,0,0,0,0,0,0,0,1
2349,16370,3 sản_phẩm tương tối tốt shop bao da . máy mỏng nhẹ . cầm không chắc_tay zenpad z10 . tn .,0,0,0,0,0,0,0,1,0
2351,16368,"ảnh không , máy chưa , shop tư_vấn nhiệt_tình",0,1,0,0,0,0,0,0,0
2352,16367,"vui shop , hàng , shop giao hàng đúng quảng_cáo , máy đẹp 99 % , cấu_hình máy mạnh_mẽ màn_hình sắt nét , ứng_dụng chạy mượt , hài_lòng , giới_thiệu người_thân bạn_bè ủng_hộ shop , duyệt 5 *",0,0,0,1,0,1,0,0,1
2353,16366,cam ok như 1 loa flash hơi chất_lượng máy tốt !,0,0,0,0,0,-1,0,0,0
2355,16364,"chất_lượng đúng chuẩn , kết_cấu hoàn_hảo , hài_lòng lắm sản_phẩm cấu_hình mạnh_mẽ , màu_sắc rực_rỡ , chức_năng cơ_bản ổn_định , shop uy_tín , giao hàng , nhân_viên tư_vấn nhiệt_tình , chế_độ bảo_hành rõ_ràng , an_tâm sản_phẩm ,",0,1,1,0,0,1,0,0,0
2356,16363,máy đẹp như .,0,0,0,0,0,0,0,0,1
2357,16362,"máy_đẹp , cấu_hình mạnh , game lướt web đều mượt , shop giao hàng đúng như quảng_cáo , giới_thiệu người_thân bạn_bè ủng_hộ shop ... chi mua hàng shop . 5 *",0,0,0,1,0,1,0,0,1
2358,16361,"chẳng shop máy đẹp ưng mắt liền lập_tức . nghe gọi gọn lạ haha , ghé shop lựa đẹp đẹp , shop uy_tín",0,1,0,0,0,0,0,0,1
2359,16360,"nghe nhạc phim bao mgon , màn_hình không mỏi_mắt",0,0,0,1,0,1,0,0,0
2360,16359,sản_phẩm đẹp tầm giá . giao hàng . shop làm_ăn uy_tín . hài_lòng . shop 5 . ủng_hộ .,0,1,1,0,0,0,0,0,1
2361,16358,"sản_phẩm hãng , máy đẹp , chất_lượng , ứng_dụng êm , game , lướt web , phim online chạy mượt , quay_phim chụp hình pin trâu , vừa_ý , shop giao hàng đúng như quảng_cáo , ủng_hộ shop đon hàng",0,0,0,1,1,1,0,0,1
2362,16357,hàng đúng 99 % y_như không một vết xước . shop phục vị tốt . hài_lòng .,0,1,0,0,0,0,0,0,1
2363,16356,"máy đẹp lắm , ứng_dụng cơ_bản hoạt_động tốt , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ , camera chụp ảnh đẹp nét , sản_phẩm hoàn_thiện , giá_cả hợp_lý , vừa_ý lắm , shop uy_tín giao hàng chất_lượng đúng như quảng_cáo , 5 shop , ủng_hộ shop .",1,1,0,0,0,1,0,0,1
2364,16355,đt đẹp . hihi cục sạc điện_thoại . cầm vẻ chắc_tay vsmart star3 . mua 1 shop yêu shop một_chút 😘,0,0,0,0,0,0,0,0,1
2366,16353,"shop tư_vấn siêu nhiệt_tình , máy đẹp như . ủng_hộ shop",0,1,0,0,0,0,0,0,1
2367,16352,"sản_phẩm tốt , chất_lượng đúng như shop quảng_bá , chức_năng hoạt_động tốt ổn_định , màu_sắc rực_rỡ , cảm_ứng nhạy lướt êm_ái , pin vừa_ý hài_lòng sản_phẩm chị_em an_tâm sản_phẩm shop",0,0,0,0,0,1,0,0,1
2368,16351,"đẹp lắm , sản_phẩm đúng như shop quảng_cáo cấu_hình mạnh_mẽ , màu_sắc_đẹp , pin trâu_bò , sạc cực_kỳ , chức_năng cơ_bản hoạt_động ổn_định shop giao hàng uy_tín , ... đúng hẹn , chế_độ bảo_hành rõ_ràng an_tâm sản_phẩm nênmua",0,1,1,0,0,1,0,0,1
2369,16350,"đóng_gói , giao hàng tiêu_chuẩn , máy oke tầm giá .",1,0,1,0,0,0,0,0,0
2370,16349,"máy không , shop gửi ốp lưng kính cường_lực không máy , ngắn lắp không , chán_thế",0,0,0,0,0,0,-1,0,0
2372,16347,"tốt , giá thơm",1,0,0,0,0,0,0,0,0
2373,16346,hàng fullbox đầy_đủ phụ_kiện,0,0,0,0,0,0,1,0,1
2376,16343,máy đẹp oke,0,0,0,0,0,0,0,0,1
2377,16342,"máy vỏ 99 % dán kính cường_lực . shop chu_đáo gọi điện xác_nhận đơn hàng kèm hẹn giao hàng . máy thời_lượng pin ( 5h ) tương_đương pin zin , màn 2k đẹp tiếc lỗi bóng mờ nhẹ tác vụ không không",0,1,0,0,0,1,1,0,0
2378,16341,"máy_nguyên seal , hãng giá tốt , giao hàng , tặng quà .",1,1,1,0,1,0,0,0,0
2379,16340,"shop nhiệt_tình , giao hàng siêu . không . m hàng ok . xước không . mua tiếp shop nhu_cầu .",0,1,1,0,0,0,0,0,-1
2380,16339,"sản_phẩm tốt , đóng_gói . pin 86 % . máy_đẹp , giá rẻ . ủng_hộ",1,0,1,0,0,0,0,0,1
2381,16338,loa máy rè cám_ơn shop thay hộ pin,0,0,0,0,0,-1,0,0,0
2383,16336,"shop uy_tín giao hàng đúng chất_lượng , test chức_năng ổn , nghe gọi ok , ứng_dụng hoạt_động tốt , màn_hình đẹp , màu_sắc rực_rỡ , như mong_đợi , vừa_ý hài_lòng , giới_thiệu bạn_bè người_thân ủng_hộ an_tâm sản_phẩm shop , ri",0,1,1,1,0,1,0,0,0
2384,16335,máy oke,0,0,0,0,0,0,0,0,1
2385,16334,sale giá tốt máy ngon . tuyệt_vời,1,0,0,0,0,0,0,0,0
2386,16333,"ổn tầm giá . máy 90 % vết xước sâu cạnh viền mặt lưng màn ok . máy không áp_suất . tặng ful phụ_kiện sạc cáp , tai_nghe , ốp , dán màn . dán màn không màn đc , ốp ngon , sạc cáp sạc cáp 2.1 a không sạc",0,0,0,0,0,0,-1,0,-1
2387,16332,"fullbox z5 , không củ sạc ! máy_dán , móp cạnh . tạm ổn tầm giá !",0,0,0,0,0,-1,-1,0,-1
2388,16331,"điện_thoại làm_sao_chụp hình , hàng hãng , ok , phục_vụ tác vụ thông_thường game hơi chậm",0,0,0,-1,1,0,0,0,0
2389,16330,máy trầy góc ok . tặng tận 2 ốp lưng không cường_lực : v,0,0,0,0,0,0,-1,0,-1
2390,16329,"đúng như shop quảng_bá , sản_phẩm đẹp , chất_lượng không chê , hoàn_thiện , shop uy_tín giao hàng đúng hẹn sản_phẩm đúng hàng hãng , hài_lòng vừa_ý , an_tâm sản_phẩm shop shopee , shop 5",0,1,1,0,1,0,0,0,1
2391,16328,giao hàng . đặt_hàng sản_phẩm hơi 3 hôm gửi ... chất_lượng sản_phẩm tốt ... k khâu cài rom hàng_xách . shop 5 hi_vọng ủng_hộ shop tiếp,0,0,-1,0,0,0,0,0,0
